Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Loan_Tenure_Months,Interest_Rate_Pct,EMI_Amount,Processing_Fee,Disbursal_Date,Loan_Status,Default,Age,Income_INR,Employment_Years,Marital_Status,Education_Level,Credit_History_Length,Savings_Account_Balance,Checking_Account_Balance,No_of_Open_Accounts,No_of_Closed_Accounts,Total_Credit_Limit,Total_Current_Balance,Credit_Utilization_Ratio,No_of_Inquiries_6M,No_of_Inquiries_12M,DPD_30,DPD_60,DPD_90,Worst_Current_Status,Months_Since_Most_Recent_Delinquency,Max_Credit_Exposure,Oldest_Trade_Open_Months,Newest_Trade_Open_Months,Pay_History,Delinquency_12M,Credit_Card_Utilization,Behavior_Spending_Score,Behavior_Repayment_Score,Avg_Balance_6M,Avg_Balance_3M,Salary_Credit_Frequency,Avg_Monthly_Salary_Credit,Monthly_Spend,Cash_Withdrawal_3M,Merchant_Spend_Pct,Bounce_Count_6M,Negative_Balance_Days,Transaction_Count_3M,UPI_Txn_Count_3M,ECS_Mandate_Count,Pay_History_repay,Paid_On_Time_Pct,Late_Payment_Count_12M,Missed_Payment_Count,Max_DPD_3M,Max_DPD_6M,Max_DPD_12M,Current_DPD_Bucket,Prev_DPD_Bucket,Prepayment_Count,Total_EMI_Paid,Collateral_Type,Collateral_Value,LTV_Ratio,Property_Type,Vehicle_Age_Years,Collateral_Location_Tier,Collateral_Insurance
LOAN00316,316,Business Loan,204083,36,14.83,7057,2242,2021-11-13,NPA,1,41,642051,8,Divorced,Postgraduate,18,483409,455204,3,1,443574,1786430,0.61,3,5,0,0,0,0,19,240347,49,44,Average,1,0.54,63,68,571575,592839,Monthly,49685,38181,150309,0.1996,4,7,118,36,3,Average,0.6955,1,0,0,0,0,Current,Current,0,11,Machinery,284184.0,0.7181,,,Tier-3,Yes
LOAN00317,317,Personal Loan,547846,36,12.5,18327,5116,2020-04-15,Active,0,31,910379,0,Single,Graduate,5,26401,245899,9,6,457802,455058,0.67,2,4,0,0,0,1,7,1151994,58,12,Average,4,0.3,17,95,100458,81196,Monthly,74258,86990,19521,0.8339,2,2,47,55,1,Average,0.7016,4,4,0,60,60,Current,31-60 DPD,0,66,,,,,,,
LOAN00318,318,Auto Loan,1063364,48,9.67,26801,9468,2022-02-11,Default,1,61,877844,7,Divorced,Graduate,5,409160,52591,2,2,1517147,279740,0.87,2,3,0,0,0,1,3,1024508,99,45,Average,0,0.62,31,50,454707,444849,Monthly,70251,72935,99437,0.4885,7,14,123,41,3,Average,0.6286,0,0,0,15,30,Current,Current,0,33,Vehicle,1484517.0,0.7163,,0.0,Tier-2,Yes
LOAN00319,319,Business Loan,1591988,36,11.49,52489,26427,2020-08-21,Default,1,27,280658,9,Married,PhD,19,971406,199518,3,1,1975235,920792,0.85,4,8,2,2,2,2,2,745076,143,8,Poor,2,0.69,93,27,946375,970934,Bi-Monthly,21184,17168,99307,0.283,5,17,112,13,3,Poor,0.3391,2,1,90,90,90,90+ DPD,61-90 DPD,0,6,Inventory,2559303.0,0.622,,,Tier-3,Yes
LOAN00320,320,Personal Loan,396028,60,11.36,8681,3837,2019-11-21,Active,0,41,476645,9,Single,Graduate,19,76340,353786,1,1,980068,2038640,0.86,1,4,0,0,0,0,47,256734,173,22,Good,0,0.82,78,80,98269,116980,Bi-Monthly,41143,19853,6578,0.5984,0,1,56,9,3,Good,0.8464,0,0,0,30,90,Current,1-30 DPD,0,38,,,,,,,
LOAN00321,321,Auto Loan,1123310,36,13.17,37940,21526,2021-06-18,Default,1,48,1044011,19,Divorced,High School,1,616024,313654,1,6,2705840,48635,0.48,2,4,0,0,0,2,23,1981561,199,56,Average,2,0.61,8,22,621631,638188,Irregular,82033,96083,155,0.356,4,12,128,98,1,Average,0.7224,2,1,0,0,0,Current,Current,0,3,Vehicle,1738142.0,0.6463,,5.0,Tier-2,Yes
LOAN00322,322,Auto Loan,1767695,48,7.0,42329,9999,2019-04-28,Default,1,48,846350,15,Single,Graduate,3,929349,424395,7,6,813815,2245794,0.48,1,2,1,0,0,0,16,209170,229,28,Average,0,0.13,22,52,953249,957960,Monthly,63539,35166,76268,0.7849,4,10,137,22,3,Average,0.7036,0,0,15,15,15,1-30 DPD,Current,0,21,Vehicle,2270870.0,0.7784,,5.0,Tier-3,No
LOAN00323,323,Auto Loan,197872,48,13.83,5390,3109,2022-11-25,Default,1,40,1232675,3,Married,Graduate,4,634994,301969,3,5,1818956,890228,0.87,0,2,0,0,0,0,49,312526,131,19,Good,0,0.16,57,91,587782,601632,Monthly,109949,121186,158204,0.7442,4,16,15,37,8,Good,0.9283,0,0,0,0,90,Current,Current,0,19,Vehicle,337665.0,0.586,,6.0,Tier-2,Yes
LOAN00324,324,Home Loan,1004641,48,12.1,26505,13852,2021-05-05,Default,1,59,1779365,19,Married,Graduate,4,812662,81318,9,1,2294101,2448654,0.51,2,6,0,0,0,0,16,948415,212,59,Poor,2,0.91,49,80,821607,800317,Monthly,140485,150882,145785,0.5294,6,12,62,41,6,Poor,0.3091,2,2,0,0,15,Current,Current,0,62,Residential Property,1566940.0,0.6411,Independent House,,Tier-3,Yes
LOAN00325,325,Business Loan,291549,72,10.62,5492,1816,2020-04-15,Closed,0,23,1213173,8,Married,Graduate,18,331328,382723,2,2,920699,2206938,0.24,3,3,0,0,0,2,37,307962,236,34,Good,1,0.9,72,36,339548,343047,Monthly,101595,82782,19556,0.4403,1,4,53,92,8,Good,0.974,1,1,0,90,90,Current,61-90 DPD,0,33,Machinery,482956.0,0.6037,,,Tier-2,No
LOAN00326,326,Auto Loan,395653,24,11.39,18512,6653,2020-01-22,Default,1,60,2370074,18,Married,Postgraduate,13,515225,319994,3,1,2507762,152731,0.18,1,1,2,1,0,0,11,1599387,176,46,Poor,4,0.22,88,27,547033,562195,Monthly,210365,236983,19443,0.6449,6,19,20,2,9,Poor,0.2032,4,4,30,30,90,31-60 DPD,1-30 DPD,0,38,Vehicle,537160.0,0.7366,,3.0,Tier-3,Yes
LOAN00327,327,Auto Loan,1796125,48,10.38,45882,27374,2019-08-28,Active,0,49,994174,29,Single,Graduate,3,469092,176569,2,4,1602077,2350203,0.48,3,3,0,0,0,0,32,768097,134,41,Poor,4,0.52,88,78,433408,460663,Monthly,80388,69897,114487,0.3833,2,1,105,72,4,Poor,0.3894,4,3,0,0,0,Current,Current,2,60,Vehicle,2887693.0,0.622,,8.0,Tier-1,Yes
LOAN00328,328,Education Loan,302162,24,13.64,14456,3516,2021-09-19,Active,0,52,753512,24,Divorced,Postgraduate,19,767445,177831,1,5,692914,471528,0.66,0,2,2,1,0,3,16,1646352,138,7,Good,3,0.8,18,15,783974,755779,Monthly,58856,60171,180167,0.5535,3,4,18,82,1,Good,0.9577,3,3,30,30,90,31-60 DPD,1-30 DPD,0,45,,,,,,,
LOAN00329,329,Business Loan,405315,60,14.62,9561,4687,2019-12-18,Closed,0,22,622570,6,Married,High School,14,909990,225917,3,0,2444720,2104053,0.8,3,6,0,0,0,0,24,994448,86,8,Average,0,0.84,6,34,927003,943642,Bi-Monthly,55887,41581,71624,0.1785,3,4,86,0,3,Average,0.5893,0,0,0,0,0,Current,Current,0,54,Inventory,667627.0,0.6071,,,Tier-1,Yes
LOAN00330,330,Personal Loan,1711472,72,10.76,32366,16787,2020-07-12,Active,0,30,1671950,2,Married,High School,7,195326,339845,8,6,2739439,2165333,0.86,0,0,2,1,1,1,23,1795328,51,40,Poor,1,0.15,92,85,272427,255818,Irregular,141064,151114,21996,0.5939,3,1,169,12,3,Poor,0.3506,1,0,60,60,60,61-90 DPD,31-60 DPD,1,49,,,,,,,
LOAN00331,331,Home Loan,1963072,24,13.83,94095,38748,2020-07-18,Active,0,36,2132235,2,Divorced,Graduate,8,966693,269880,5,4,122662,1307557,0.32,1,5,1,1,0,3,19,1563186,135,2,Average,1,0.3,74,69,932091,926793,Monthly,194012,197096,46589,0.2136,3,2,25,4,2,Average,0.7214,1,1,30,30,90,31-60 DPD,1-30 DPD,2,15,Residential Property,3056240.0,0.6423,Apartment,,Tier-3,Yes
LOAN00332,332,Education Loan,766735,48,11.65,20059,7086,2022-09-07,Active,0,64,1413261,15,Married,Graduate,1,634811,314586,3,0,1123042,728226,0.3,2,4,0,0,0,0,14,524984,73,55,Good,1,0.51,2,34,634018,656716,Monthly,116905,119473,15725,0.6207,2,4,18,7,3,Good,0.8387,1,1,0,15,15,Current,Current,0,19,,,,,,,
LOAN00333,333,Personal Loan,318548,60,11.17,6953,3223,2021-01-17,NPA,1,52,1257615,19,Divorced,Graduate,5,547896,17807,10,1,2010534,903410,0.59,3,7,0,0,0,2,42,1247190,39,30,Good,0,0.45,77,39,503702,480815,Monthly,94636,90669,72847,0.3468,7,11,168,71,2,Good,0.9539,0,0,0,0,60,Current,Current,0,38,,,,,,,
LOAN00334,334,Home Loan,671014,48,14.86,18627,6719,2019-05-25,Default,1,57,1132168,10,Married,Graduate,5,687192,476197,9,2,523065,1907959,0.15,1,1,0,0,0,2,47,1362081,216,32,Average,0,0.96,28,98,715712,733560,Monthly,93793,44120,33857,0.4605,5,11,5,72,2,Average,0.6335,0,0,0,60,60,Current,31-60 DPD,0,7,Residential Property,1104251.0,0.6077,Apartment,,Tier-1,No
LOAN00335,335,Home Loan,1393097,48,12.76,37207,11429,2022-02-20,Active,0,52,2259359,8,Married,High School,16,390274,86465,1,6,2212908,2325745,0.38,3,5,1,0,0,0,8,1022756,128,34,Good,0,0.07,38,66,379938,358438,Irregular,204514,210407,103927,0.3536,1,3,104,45,8,Good,0.8015,0,0,15,15,30,1-30 DPD,Current,0,25,Residential Property,1533967.0,0.9082,Apartment,,Tier-2,Yes
LOAN00336,336,Personal Loan,412571,24,9.58,18958,4007,2020-02-10,Active,0,44,1008005,15,Married,Postgraduate,13,254090,334550,7,4,1205523,203937,0.8,0,4,0,0,0,1,6,1357552,31,31,Good,0,0.34,21,27,308844,322161,Monthly,79420,36020,67190,0.478,1,2,152,15,0,Good,0.9217,0,0,0,60,60,Current,31-60 DPD,0,53,,,,,,,
LOAN00337,337,Personal Loan,708622,60,7.09,14061,8573,2022-02-18,Closed,0,32,2048506,2,Divorced,PhD,2,932155,74777,8,3,1206262,127996,0.44,2,6,0,0,0,0,24,1272744,145,40,Average,5,0.39,76,25,1004884,983945,Monthly,169401,80162,176859,0.7739,3,1,148,79,1,Average,0.6596,5,4,0,0,0,Current,Current,0,54,,,,,,,
LOAN00338,338,Personal Loan,1058108,60,12.33,23713,18254,2019-12-22,Default,1,25,507264,2,Married,Graduate,19,375499,383803,3,5,2930746,1744133,0.79,2,3,0,0,0,1,45,1520132,112,26,Average,0,0.07,45,3,335931,310006,Bi-Monthly,45328,48756,51694,0.1782,3,15,85,22,1,Average,0.7352,0,0,0,0,60,Current,Current,0,20,,,,,,,
LOAN00339,339,Personal Loan,244645,24,8.57,11128,3738,2022-12-08,Default,1,36,1444319,2,Single,Postgraduate,11,464680,373069,4,6,113379,2318187,0.35,2,7,0,0,0,2,44,1963145,41,20,Average,0,0.92,19,25,512022,502979,Monthly,124190,92416,105189,0.5498,2,10,89,49,8,Average,0.7831,0,0,0,0,60,Current,Current,0,2,,,,,,,
LOAN00340,340,Business Loan,540028,60,13.08,12309,5031,2020-12-25,Active,0,26,275390,6,Single,PhD,13,752145,187098,1,1,2273235,1919923,0.76,2,3,0,0,0,0,26,462209,188,34,Average,0,0.54,63,36,777616,793612,,23059,21601,167828,0.6921,2,4,139,91,5,Average,0.731,0,0,0,90,90,Current,61-90 DPD,0,48,Inventory,871258.0,0.6198,,,Tier-3,Yes
LOAN00341,341,Business Loan,551027,36,11.42,18149,4160,2022-08-29,Active,0,62,2041135,18,Single,High School,17,217812,188013,3,6,2514278,96152,0.65,3,7,1,0,0,0,4,837336,184,18,Average,1,0.1,21,1,168879,174337,Monthly,179417,83875,1470,0.2015,3,4,109,50,4,Average,0.5751,1,1,15,15,15,1-30 DPD,Current,2,57,Machinery,666314.0,0.827,,,Tier-3,Yes
LOAN00342,342,Home Loan,1053575,12,14.07,94632,9933,2021-12-31,NPA,1,36,579076,19,Married,High School,17,742943,39623,3,4,2669675,2332986,0.53,3,3,2,1,1,1,12,998512,229,30,Poor,4,0.25,65,6,761015,762190,Monthly,49142,52499,23536,0.4575,5,19,125,48,1,Poor,0.333,4,3,90,90,90,90+ DPD,61-90 DPD,0,11,Residential Property,1734165.0,0.6075,Apartment,,Tier-1,Yes
LOAN00343,343,Business Loan,1929291,36,7.93,60394,27734,2019-06-16,Active,0,63,1146119,1,Single,Postgraduate,19,925130,284167,10,1,244094,1113277,0.72,1,3,2,1,1,0,1,1395296,17,17,Poor,2,0.1,52,57,974522,945311,Irregular,94853,106534,17752,0.3047,0,0,125,62,2,Poor,0.2513,2,1,60,60,60,61-90 DPD,31-60 DPD,0,62,Machinery,3162310.0,0.6101,,,Tier-1,Yes
LOAN00344,344,Personal Loan,1397708,72,7.24,23990,23023,2022-10-20,NPA,1,47,2166455,19,Married,Postgraduate,10,541414,464218,5,2,2174109,1973097,0.76,0,3,1,1,1,2,12,823120,36,7,Poor,1,0.28,37,57,614597,603670,Monthly,176521,135290,27724,0.4713,7,8,13,87,4,Poor,0.4984,1,1,60,60,60,61-90 DPD,31-60 DPD,0,49,,,,,,,
LOAN00345,345,Personal Loan,1671711,24,14.8,80896,11462,2019-08-21,Active,0,30,862304,25,Divorced,Graduate,8,105788,212083,4,1,2580865,595995,0.91,0,2,0,0,0,0,29,1974850,98,5,Good,0,0.62,80,30,113257,94638,Monthly,65799,37715,18147,0.7787,0,1,49,55,4,Good,0.9973,0,0,0,0,90,Current,Current,0,60,,,,,,,
LOAN00346,346,Auto Loan,148375,12,7.04,12841,2394,2019-09-15,Default,1,57,1733915,4,Single,Postgraduate,9,791672,383279,7,4,1261957,1516918,0.57,4,9,0,0,0,1,26,1066191,168,48,Average,1,0.71,63,79,804061,792937,Bi-Monthly,137142,136795,97290,0.4997,6,9,71,92,8,Average,0.6221,1,0,0,30,90,Current,1-30 DPD,0,71,Vehicle,175165.0,0.8471,,2.0,Tier-3,Yes
LOAN00347,347,Home Loan,254748,48,12.75,6802,5072,2019-10-08,Active,0,51,2372490,10,Single,PhD,10,791152,341330,10,4,2242459,1086863,0.91,3,6,1,0,0,2,0,855255,209,41,Average,3,0.0,51,80,797456,785147,Bi-Monthly,208771,185984,218025,0.4522,1,0,49,13,5,Average,0.7701,3,3,15,15,15,1-30 DPD,Current,0,57,Residential Property,389498.0,0.654,Independent House,,Tier-2,Yes
LOAN00348,348,Home Loan,1733321,48,17.13,50131,10038,2019-11-04,Active,0,25,1590191,1,Single,High School,7,798147,240877,8,4,1968935,2357619,0.13,1,1,0,0,0,1,30,835083,178,40,Good,2,0.62,63,37,845391,850639,Monthly,140491,64708,150840,0.6811,3,0,90,64,6,Good,0.962,2,1,0,0,0,Current,Current,1,31,Residential Property,2490516.0,0.696,Apartment,,Tier-2,No
LOAN00349,349,Home Loan,834401,24,11.9,39239,5599,2022-01-21,Default,1,58,719070,27,Married,PhD,10,688034,292545,4,3,2495127,2255284,0.83,3,3,0,0,0,3,25,1836096,173,39,Good,0,0.99,19,52,787771,788003,Monthly,57990,52527,190058,0.6263,4,4,147,71,1,Good,0.9948,0,0,0,30,30,Current,1-30 DPD,0,58,Residential Property,1029135.0,0.8108,Apartment,,Tier-1,Yes
LOAN00350,350,Education Loan,1999687,48,13.72,54363,33881,2019-06-27,Default,1,40,1350004,14,Divorced,PhD,11,253876,226829,4,0,1045447,1302135,0.65,3,7,2,1,1,3,32,857909,95,55,Poor,3,0.65,27,37,214013,199890,Monthly,114966,125606,27265,0.1713,5,4,79,68,5,Poor,0.429,3,3,90,90,90,90+ DPD,61-90 DPD,0,48,,,,,,,
LOAN00351,351,Home Loan,733333,48,13.1,19709,9239,2019-03-09,Active,0,43,2115295,22,Married,Postgraduate,5,468922,277642,1,2,2169562,200222,0.8,0,2,1,0,0,1,16,1630811,128,36,Poor,5,0.35,49,92,434572,434223,Monthly,173694,131048,93616,0.7324,0,4,149,96,1,Poor,0.2446,5,5,15,15,15,1-30 DPD,Current,1,53,Residential Property,1210383.0,0.6059,Apartment,,Tier-2,No
LOAN00352,352,Auto Loan,1448542,24,17.91,72254,25090,2021-11-16,Active,0,45,759334,25,Married,PhD,3,453296,257809,9,2,1598693,430691,0.27,3,3,1,1,0,0,12,1829284,39,32,Good,3,0.36,21,1,469591,445334,Monthly,63585,30003,56156,0.8754,2,3,11,52,9,Good,0.8184,3,3,30,30,30,31-60 DPD,1-30 DPD,1,45,Vehicle,2104997.0,0.6881,,12.0,Tier-3,Yes
LOAN00353,353,Education Loan,1421820,24,12.89,67522,14029,2022-08-17,Active,0,48,2360619,28,Single,Postgraduate,4,510016,469820,11,3,664374,1069376,0.02,3,5,0,0,0,0,23,1178355,16,16,Good,1,0.8,88,13,469549,461561,Monthly,191465,77642,614,0.6168,2,0,170,47,0,Good,0.9522,1,1,0,15,60,Current,Current,1,43,,,,,,,
LOAN00354,354,Education Loan,1476232,24,10.91,68742,17221,2021-02-15,Active,0,54,836632,14,Married,PhD,13,468535,291159,7,5,211359,845202,0.38,3,6,0,0,0,1,53,229676,20,15,Good,1,0.49,29,44,541990,543111,,76446,58645,42034,0.5292,2,1,54,97,8,Good,0.9423,1,1,0,0,30,Current,Current,1,31,,,,,,,
LOAN00355,355,Personal Loan,1187210,12,8.25,103410,13159,2019-12-08,Active,0,49,1615065,16,Single,Postgraduate,15,701956,75689,9,0,115845,1755678,0.03,3,6,0,0,0,0,28,196687,214,35,Average,0,0.6,50,85,714846,710705,Monthly,134108,141771,139424,0.4991,3,3,73,84,3,Average,0.8291,0,0,0,30,30,Current,1-30 DPD,1,59,,,,,,,
LOAN00356,356,Auto Loan,519873,72,10.14,9667,10011,2020-12-25,Active,0,42,658806,19,Single,Postgraduate,5,860216,383115,6,5,908436,2392285,0.54,4,7,0,0,0,0,56,1529590,98,40,Good,0,0.05,52,22,850797,827633,Monthly,52763,35330,244598,0.4652,3,2,124,48,4,Good,0.8611,0,0,0,90,90,Current,61-90 DPD,3,30,Vehicle,914052.0,0.5688,,1.0,Tier-1,Yes
LOAN00357,357,Personal Loan,1297449,36,17.72,46723,23402,2020-04-19,Active,0,53,2138504,3,Divorced,PhD,18,600658,6440,2,5,96308,294370,0.37,4,8,2,1,0,0,44,1378129,67,29,Good,3,0.97,91,44,650433,660854,Monthly,174195,208665,24201,0.0731,0,0,148,28,9,Good,0.9919,3,2,30,30,30,31-60 DPD,1-30 DPD,2,51,,,,,,,
LOAN00358,358,Personal Loan,820813,60,10.24,17536,9713,2022-06-13,Active,0,50,205544,8,Married,Postgraduate,6,58422,150329,10,3,2420553,719745,0.75,0,1,0,0,0,0,53,1782796,212,25,Poor,3,0.57,70,85,117398,136442,Monthly,16329,10704,24316,0.3247,1,1,24,92,6,Poor,0.4146,3,3,0,0,60,Current,Current,0,31,,,,,,,
LOAN00359,359,Personal Loan,630874,36,9.37,20170,9115,2022-05-30,Active,0,25,1329691,4,Married,High School,13,704200,31151,3,6,2705688,206900,0.78,1,2,2,2,1,0,25,1525939,174,39,Good,0,0.96,8,14,795726,812511,Monthly,105942,83587,185203,0.5587,2,0,49,44,9,Good,0.9134,0,0,60,60,60,61-90 DPD,31-60 DPD,0,64,,,,,,,
LOAN00360,360,Education Loan,1090093,24,8.31,49456,9813,2022-06-05,Active,0,58,316845,2,Single,Postgraduate,5,905770,303646,5,6,2069586,1939085,0.49,3,6,0,0,0,0,21,1057392,203,8,Good,0,0.55,45,52,940723,934564,Monthly,25725,18047,153039,0.4147,3,0,55,92,5,Good,0.8034,0,0,0,15,30,Current,Current,0,11,,,,,,,
LOAN00361,361,Home Loan,694150,72,13.84,14244,9339,2019-11-26,Active,0,61,875692,21,Single,Postgraduate,13,343764,262849,3,5,1316859,734055,0.01,0,3,0,0,0,3,8,408455,211,7,Good,1,0.29,33,36,431799,460865,,75553,88370,18127,0.3678,0,0,166,96,6,Good,0.9232,1,1,0,90,90,Current,61-90 DPD,3,30,Residential Property,780232.0,0.8897,Apartment,,Tier-1,No
LOAN00362,362,Education Loan,775152,36,7.57,24136,8469,2020-11-27,Closed,0,63,1848653,15,Married,High School,1,330756,397730,6,2,2743759,303625,0.09,1,1,0,0,0,2,39,1566953,221,57,Good,0,0.41,67,99,397974,420554,Monthly,145512,80380,71816,0.7268,1,3,98,33,6,Good,0.8281,0,0,0,0,90,Current,Current,0,52,,,,,,,
LOAN00363,363,Home Loan,231603,36,10.66,7545,2559,2019-04-19,Default,1,42,1883463,0,Married,Postgraduate,7,619767,436309,9,5,1698654,1404909,0.88,1,1,1,1,0,0,15,1742957,220,9,Poor,2,0.24,44,8,704422,728858,Monthly,146642,135941,63450,0.767,6,3,134,69,6,Poor,0.4063,2,2,30,90,90,31-60 DPD,61-90 DPD,0,9,Residential Property,386320.0,0.5995,Apartment,,Tier-2,Yes
LOAN00364,364,Business Loan,1375268,24,11.3,64289,19058,2020-12-02,Active,0,29,1604437,13,Single,Graduate,3,759825,275173,10,0,1030201,916663,0.91,2,7,2,1,0,0,23,1594647,163,44,Good,5,0.57,54,50,845901,840007,,135323,102317,147204,0.488,2,4,87,89,9,Good,0.8847,5,4,30,30,30,31-60 DPD,1-30 DPD,0,70,Commercial Property,2247000.0,0.612,,,Tier-3,No
LOAN00365,365,Personal Loan,830684,48,14.78,23026,15132,2022-07-04,NPA,1,56,200284,4,Single,Graduate,11,428952,96109,6,2,929371,210420,0.71,0,0,0,0,0,0,32,227822,53,31,Average,2,0.33,97,6,479261,458623,Irregular,17024,12510,117106,0.696,5,6,105,98,5,Average,0.7362,2,2,0,15,15,Current,Current,0,49,,,,,,,
LOAN00366,366,Education Loan,763260,72,19.22,17938,5252,2021-06-12,Default,1,38,1329945,25,Married,Graduate,15,741774,253053,8,3,738147,107793,0.74,3,3,1,0,0,0,34,1887756,109,1,Good,0,0.76,9,27,756085,771298,,101972,43973,21064,0.0423,2,10,22,8,7,Good,0.8462,0,0,15,60,60,1-30 DPD,31-60 DPD,0,58,,,,,,,
LOAN00367,367,Personal Loan,1904537,24,14.23,91649,10953,2020-01-21,Active,0,44,764470,23,Married,High School,5,761035,328918,1,0,1624414,1123004,0.36,1,6,0,0,0,0,35,1180840,95,51,Good,2,0.72,90,81,786276,808674,Irregular,68842,48086,213120,0.4431,1,2,86,47,1,Good,0.8138,2,1,0,15,90,Current,Current,0,65,,,,,,,
LOAN00368,368,Personal Loan,413409,72,8.8,7410,5901,2020-09-21,NPA,1,54,2362876,14,Divorced,High School,2,599502,15096,3,0,377358,238860,0.62,1,5,0,0,0,2,7,210263,65,16,Average,2,0.79,95,32,644914,644107,Irregular,209364,100999,10829,0.0926,6,9,162,38,1,Average,0.6657,2,2,0,15,15,Current,Current,0,27,,,,,,,
LOAN00369,369,Auto Loan,1116697,60,12.59,25174,12666,2020-01-03,Default,1,52,1808215,18,Single,PhD,1,828522,35326,5,7,2325841,558185,0.77,1,5,0,0,0,1,30,1174396,210,53,Good,0,0.62,93,69,818028,828286,Monthly,142385,97556,228926,0.2815,3,17,83,47,1,Good,0.9289,0,0,0,15,15,Current,Current,0,1,Vehicle,1248795.0,0.8942,,0.0,Tier-2,Yes
LOAN00370,370,Personal Loan,413346,72,15.72,8902,6912,2019-08-16,Default,1,43,1495819,12,Divorced,PhD,16,605031,310259,3,7,2571358,170967,0.66,4,9,0,0,0,1,32,429198,30,18,Poor,0,0.45,63,19,639433,664012,Monthly,124723,141999,165858,0.8123,4,8,163,39,8,Poor,0.2558,0,0,0,15,15,Current,Current,0,67,,,,,,,
LOAN00371,371,Personal Loan,663597,72,20.32,16018,4284,2019-10-28,Active,0,21,1582871,11,Married,Graduate,8,465049,174565,2,6,2573214,861915,0.93,1,2,0,0,0,1,14,700495,229,26,Good,4,0.4,61,62,538942,532335,Irregular,122513,101453,149658,0.6876,3,4,53,12,1,Good,0.9497,4,3,0,90,90,Current,61-90 DPD,1,13,,,,,,,
LOAN00372,372,Education Loan,1705320,12,8.69,148887,14358,2021-10-13,Default,1,34,2370281,13,Married,Postgraduate,5,42477,390231,8,3,2409980,379424,0.76,3,4,0,0,0,3,42,651916,127,5,Good,3,0.99,71,41,48230,46722,Monthly,207554,184020,10657,0.6886,2,8,104,56,9,Good,0.977,3,2,0,0,60,Current,Current,0,65,,,,,,,
LOAN00373,373,Auto Loan,1619006,36,13.38,54847,17904,2022-08-09,Active,0,31,1401860,27,Single,High School,1,173939,35686,10,4,2675690,1195880,0.2,1,5,0,0,0,0,59,749129,48,27,Good,3,0.05,52,2,236951,213806,Monthly,125929,90952,64071,0.1152,3,4,136,65,4,Good,0.8831,3,3,0,15,30,Current,Current,0,4,Vehicle,2788861.0,0.5805,,0.0,Tier-3,Yes
LOAN00374,374,Personal Loan,143813,12,14.11,12919,2546,2021-12-03,Closed,0,63,1725789,10,Single,High School,10,287053,420938,6,5,1167861,2037292,0.75,2,3,2,2,2,0,47,732708,30,30,Average,0,0.96,15,21,314029,339951,Monthly,152605,131238,95890,0.1828,0,3,163,50,0,Average,0.7324,0,0,60,60,60,61-90 DPD,31-60 DPD,0,65,,,,,,,
LOAN00375,375,Home Loan,1026146,24,12.14,48371,17644,2019-01-26,Active,0,40,2419498,23,Single,High School,13,940500,151062,4,2,2848254,270303,0.43,4,6,0,0,0,0,51,711598,43,14,Good,0,0.74,45,91,905648,886648,Monthly,206182,222066,51617,0.5833,3,0,24,12,9,Good,0.9191,0,0,0,0,60,Current,Current,1,15,Residential Property,1710169.0,0.6,Apartment,,Tier-2,No
LOAN00376,376,Home Loan,1253789,36,12.38,41871,10842,2020-04-18,Closed,0,37,1979380,9,Married,Postgraduate,7,955317,361282,7,7,2125757,2244668,0.11,3,5,0,0,0,2,37,1471058,72,21,Average,2,0.69,92,8,917385,916827,Irregular,153333,80851,2165,0.6251,1,0,172,82,8,Average,0.7879,2,1,0,0,15,Current,Current,0,18,Residential Property,1571301.0,0.7979,Apartment,,Tier-3,Yes
LOAN00377,377,Education Loan,1063406,48,8.26,26090,7755,2021-02-10,NPA,1,23,1676018,28,Divorced,Graduate,9,936600,155385,11,2,882348,252202,0.73,0,2,0,0,0,0,54,339566,22,6,Good,0,0.23,49,72,1034283,1019309,Monthly,149838,146520,256327,0.6056,6,17,173,40,3,Good,0.9142,0,0,0,0,0,Current,Current,0,24,,,,,,,
LOAN00378,378,Auto Loan,623269,12,9.57,54670,4680,2022-10-28,Default,1,49,1824422,28,Married,Graduate,11,648828,416499,10,2,1969334,1368707,0.85,0,4,1,0,0,1,21,67299,192,20,Average,5,0.25,25,52,671650,666601,Monthly,160681,100095,46828,0.1906,7,7,109,30,8,Average,0.698,5,4,15,15,15,1-30 DPD,Current,0,10,Vehicle,1053204.0,0.5918,,2.0,Tier-2,Yes
LOAN00379,379,Home Loan,175965,36,8.53,5557,1324,2019-07-18,Closed,0,26,1504611,10,Married,Graduate,14,425447,244931,11,5,1525977,1987123,0.53,1,6,2,1,1,2,53,1981657,23,17,Good,0,0.09,3,71,466933,475664,Monthly,133322,85015,121621,0.5224,1,0,160,12,1,Good,0.9807,0,0,60,60,60,61-90 DPD,31-60 DPD,0,39,Residential Property,294790.0,0.5969,Apartment,,Tier-1,Yes
LOAN00380,380,Auto Loan,1722506,24,14.23,82889,23625,2020-04-27,Active,0,35,948538,9,Married,High School,17,471866,295812,10,3,2077277,317356,0.4,3,8,0,0,0,0,51,1956148,162,49,Good,2,0.79,17,56,487777,514589,Monthly,77808,85041,129794,0.5093,1,1,115,15,3,Good,0.9234,2,1,0,60,60,Current,31-60 DPD,0,70,Vehicle,2599901.0,0.6625,,3.0,Tier-2,Yes
